uo;tipo_siafi;no_siafi;ano_exercicio_receita;codigo_classificacao_receita;tipo_de_receita;fonte;receita_arrecadada_r;classificacao_receita;registro_receita;data_da_arrecadacao
4141;Portaria;9484454;2026;1719.53.0.1.01.000;Receita Corrente;57;81.189,41;TRANSF. RECURSOS FUPEN - PRINC.;Arrecadado;17/03/2026
4141;Portaria;9484454;2026;2419.99.0.1.23.001;Receita de Capital;57;3.595.797,87;SEGURANCA PUBLICA - FUNDO PENITENCIARIO NACIONAL;Arrecadado;17/03/2026
4251;Portaria;9496666;2026;1716.50.0.1.99.000;Receita Corrente;56;2.000.000,00;TRANSF. RECURSOS FNAS - PRINC. - DEMAIS;Arrecadado;17/03/2026
4251;Portaria;9497494;2026;1716.50.0.1.99.000;Receita Corrente;56;200.000,00;TRANSF. RECURSOS FNAS - PRINC. - DEMAIS;Arrecadado;17/03/2026
4291;Portaria;9454472;2026;1321.01.0.1.01.000;Rendimento;37;5,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9454473;2026;1321.01.0.1.01.000;Rendimento;37;11,37;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9456607;2026;1321.01.0.1.01.000;Rendimento;37;17,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9456610;2026;1321.01.0.1.01.000;Rendimento;37;5,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9456615;2026;1321.01.0.1.01.000;Rendimento;37;3.095,89;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9459042;2026;1321.01.0.1.01.000;Rendimento;37;1.474,74;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9459044;2026;1321.01.0.1.01.000;Rendimento;37;17,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9459045;2026;1321.01.0.1.01.000;Rendimento;37;11,37;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
4291;Portaria;9460025;2026;1321.01.0.1.01.000;Rendimento;37;128,70;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;17/03/2026
1081;Portaria;9424308;2026;1321.01.0.1.01.000;Rendimento;57;135,36;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
1081;Acordo/Ajuste;9390538;2026;1321.01.0.1.01.000;Rendimento;9;684,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
1081;Acordo/Ajuste;9415540;2026;1321.01.0.1.01.000;Rendimento;9;19.996,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
1081;Acordo/Ajuste;9430237;2026;1321.01.0.1.01.000;Rendimento;9;284,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
1081;Acordo/Ajuste;9437394;2026;1321.01.0.1.01.000;Rendimento;9;929,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
1251;Convênio;9331893;2026;1732.99.0.1.23.001;Receita Corrente;70;12.500,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1251;Convênio;9345692;2026;1732.99.0.1.23.001;Receita Corrente;70;7.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1251;Convênio;9422069;2026;1732.99.0.1.23.001;Receita Corrente;70;11.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1251;Convênio;9426790;2026;1732.99.0.1.23.001;Receita Corrente;70;10.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1401;Convênio;9337559;2026;2432.99.0.1.22.001;Receita de Capital;70;50.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1401;Convênio;9430577;2026;2432.99.0.1.22.001;Receita de Capital;70;120.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1401;Convênio;9470168;2026;2432.99.0.1.22.001;Receita de Capital;70;100.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1401;Convênio;9481089;2026;2432.99.0.1.22.001;Receita de Capital;70;75.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
2271;Convênio;9328331;2026;1321.01.0.1.01.000;Rendimento;68;5.047,29;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
2271;Convênio;9337479;2026;1321.01.0.1.01.000;Rendimento;68;225,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
2271;Convênio;9340508;2026;1321.01.0.1.01.000;Rendimento;70;0,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
2271;Convênio;9413393;2026;1321.01.0.1.01.000;Rendimento;68;24.643,10;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/03/2026
2311;Convênio;9413768;2026;1732.50.0.1.01.000;Receita Corrente;70;517.110,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;16/03/2026
1251;Convênio;9372108;2026;1732.99.0.1.23.001;Receita Corrente;70;375.533,76;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;13/03/2026
1251;Convênio;9393124;2026;1321.01.0.1.01.000;Rendimento;70;11,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1251;Convênio;9408843;2026;1321.01.0.1.01.000;Rendimento;70;704,52;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9372559;2026;1321.01.0.1.01.000;Rendimento;10;98,33;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9372559;2026;1321.01.0.1.01.000;Rendimento;24;4.818,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409727;2026;1321.01.0.1.01.000;Rendimento;10;16,04;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409727;2026;1321.01.0.1.01.000;Rendimento;1;792,30;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409729;2026;1321.01.0.1.01.000;Rendimento;10;682,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409729;2026;1321.01.0.1.01.000;Rendimento;2;14.286,66;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409731;2026;1321.01.0.1.01.000;Rendimento;10;14,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409731;2026;1321.01.0.1.01.000;Rendimento;1;715,37;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409733;2026;1321.01.0.1.01.000;Rendimento;10;61,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9409733;2026;1321.01.0.1.01.000;Rendimento;24;2.992,17;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9450222;2026;1321.01.0.1.01.000;Rendimento;10;88,26;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9450222;2026;1321.01.0.1.01.000;Rendimento;24;4.322,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Acordo/Ajuste;9437261;2026;1321.01.0.1.01.000;Rendimento;9;559,64;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;17;9445622;2026;1321.01.0.1.01.000;Rendimento;98;2.398,66;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;13/03/2026
1451;Convênio;9319190;2026;1321.01.0.1.01.000;Rendimento;10;8,19;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
1451;Convênio;9319190;2026;1321.01.0.1.01.000;Rendimento;1;409,69;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
1451;Convênio;9319193;2026;1321.01.0.1.01.000;Rendimento;10;316,69;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
1451;Convênio;9319193;2026;1321.01.0.1.01.000;Rendimento;24;4.426,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
1451;Convênio;9372558;2026;1321.01.0.1.01.000;Rendimento;10;446,75;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
1451;Convênio;9372558;2026;1321.01.0.1.01.000;Rendimento;24;21.252,16;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
2061;Convênio;9494482;2026;1321.01.0.1.01.000;Rendimento;24;2.412,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;12/03/2026
4291;Portaria;9492098;2026;1713.50.2.1.01.999;Receita Corrente;62;200.000,00;TRANSF. BLOCO MANUT. ASPS - ATENCAO ESPECIALIZADA - PRINC. - ATENCAO MAC - OUTROS PROGRAMAS;Arrecadado;12/03/2026
1251;Convênio;9409752;2026;1732.99.0.1.23.001;Receita Corrente;70;5.841,50;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;11/03/2026
1451;Convênio;9447779;2026;1321.01.0.1.01.000;Rendimento;10;2,41;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;Convênio;9447779;2026;1321.01.0.1.01.000;Rendimento;24;118,05;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;Convênio;9451351;2026;1321.01.0.1.01.000;Rendimento;10;23,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;Convênio;9451351;2026;1321.01.0.1.01.000;Rendimento;2;1.160,37;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;Convênio;9453523;2026;1321.01.0.1.01.000;Rendimento;10;51,71;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;Convênio;9453523;2026;1321.01.0.1.01.000;Rendimento;24;807,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1451;17;9481212;2026;1321.01.0.1.01.000;Rendimento;98;4.632,95;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1481;Convênio;9408775;2026;1321.01.0.1.01.000;Rendimento;10;13,20;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1481;Convênio;9408775;2026;1321.01.0.1.01.000;Rendimento;24;647,04;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1481;Convênio;9430917;2026;1321.01.0.1.01.000;Rendimento;24;569,25;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1481;Convênio;9430917;2026;1321.01.0.1.01.000;Rendimento;71;1.105,01;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
2311;Convênio;9372564;2026;1321.01.0.1.01.000;Rendimento;60;32,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
2311;Convênio;9372564;2026;1321.01.0.1.01.000;Rendimento;24;1.497,65;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9319167;2026;1321.01.0.1.01.000;Rendimento;57;25.930,24;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9396780;2026;1321.01.0.1.01.000;Rendimento;57;16.950,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9410259;2026;1321.01.0.1.01.000;Rendimento;57;59.856,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9437285;2026;1321.01.0.1.01.000;Rendimento;10;9,22;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9437285;2026;1321.01.0.1.01.000;Rendimento;57;351,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9456409;2026;1321.01.0.1.01.000;Rendimento;57;18.536,72;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
4141;Portaria;9484454;2026;1321.01.0.1.01.000;Rendimento;57;204.226,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;11/03/2026
1251;Convênio;9293675;2026;1717.99.0.1.20.002;Receita Corrente;24;6.000,00;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;Arrecadado;10/03/2026
1251;Convênio;9456425;2026;1732.99.0.1.23.001;Receita Corrente;70;6.080,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;10/03/2026
1251;Convênio;9456425;2026;2432.99.0.1.22.001;Receita de Capital;70;8.500,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;10/03/2026
1251;Convênio;9493542;2026;1732.99.0.1.23.001;Receita Corrente;70;20.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;10/03/2026
1711;Convênio;9458487;2026;1321.01.0.1.01.000;Rendimento;69;655,06;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;10/03/2026
2091;Acordo/Ajuste;9390713;2026;1321.01.0.1.01.000;Rendimento;9;68.191,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;10/03/2026
1231;Convênio;9440827;2026;1321.01.0.1.01.000;Rendimento;10;108,24;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;Convênio;9440827;2026;1321.01.0.1.01.000;Rendimento;1;5.091,70;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;Convênio;9447775;2026;1321.01.0.1.01.000;Rendimento;69;8.946,82;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;17;9447499;2026;1321.01.0.1.01.000;Rendimento;98;1.966,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;17;9480383;2026;1321.01.0.1.01.000;Rendimento;98;5.188,27;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;17;9480534;2026;1321.01.0.1.01.000;Rendimento;98;5.361,22;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1231;17;9480535;2026;1321.01.0.1.01.000;Rendimento;98;32.492,42;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1251;Convênio;9443036;2026;1732.99.0.1.23.001;Receita Corrente;70;92.072,04;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;09/03/2026
1251;Convênio;9443036;2026;2432.99.0.1.22.001;Receita de Capital;70;45.120,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;09/03/2026
1451;Convênio;9372559;2026;1321.01.0.1.01.000;Rendimento;10;97,72;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9372559;2026;1321.01.0.1.01.000;Rendimento;24;4.788,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409727;2026;1321.01.0.1.01.000;Rendimento;10;17,16;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409727;2026;1321.01.0.1.01.000;Rendimento;1;847,88;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409729;2026;1321.01.0.1.01.000;Rendimento;10;690,76;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409729;2026;1321.01.0.1.01.000;Rendimento;2;14.457,61;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409731;2026;1321.01.0.1.01.000;Rendimento;10;48,45;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409731;2026;1321.01.0.1.01.000;Rendimento;1;2.422,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409733;2026;1321.01.0.1.01.000;Rendimento;10;60,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9409733;2026;1321.01.0.1.01.000;Rendimento;24;2.973,50;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9450222;2026;1321.01.0.1.01.000;Rendimento;10;86,18;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Convênio;9450222;2026;1321.01.0.1.01.000;Rendimento;24;4.221,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;Acordo/Ajuste;9437261;2026;1321.01.0.1.01.000;Rendimento;9;660,43;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
1451;17;9445622;2026;1321.01.0.1.01.000;Rendimento;98;2.780,47;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
2071;Convênio;9460023;2026;1321.01.0.1.01.000;Rendimento;10;489,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
2091;Acordo/Ajuste;9390713;2026;1321.01.0.1.01.000;Rendimento;9;1.719,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
2421;Convênio;9493233;2026;1321.01.0.1.01.000;Rendimento;1;492,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/03/2026
2421;Convênio;9493233;2026;1717.99.0.1.05.002;Receita Corrente;1;285.858,40;AGROPECUARIA - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Arrecadado;09/03/2026
1251;Convênio;9319127;2026;1732.99.0.1.23.001;Receita Corrente;70;46.656,84;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;06/03/2026
1251;Convênio;9331893;2026;1732.99.0.1.23.001;Receita Corrente;70;12.500,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;06/03/2026
1251;Convênio;9459050;2026;1732.99.0.1.23.001;Receita Corrente;70;10.695,97;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;06/03/2026
1451;Convênio;9319190;2026;1321.01.0.1.01.000;Rendimento;1;-423,03;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
1451;Convênio;9319190;2026;1321.01.0.1.01.000;Rendimento;10;-8,46;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
1451;Convênio;9319193;2026;1321.01.0.1.01.000;Rendimento;10;311,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
1451;Convênio;9319193;2026;1321.01.0.1.01.000;Rendimento;24;4.354,21;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
1451;Convênio;9372558;2026;1321.01.0.1.01.000;Rendimento;10;483,39;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
1451;Convênio;9372558;2026;1321.01.0.1.01.000;Rendimento;24;22.995,24;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;06/03/2026
4291;Portaria;9393698;2026;1713.50.5.1.04.000;Receita Corrente;57;4.679.362,31;TRANSF. BLOCO MANUT. ASPS - GESTAO SUS - PRINC. - PISO DA ENFERMAGEM;Arrecadado;06/03/2026
1251;Convênio;9326072;2026;1732.99.0.1.23.001;Receita Corrente;70;5.400,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;05/03/2026
1251;Convênio;9400137;2026;1717.99.0.1.20.014;Receita Corrente;24;2.644,41;SEGURANCA PUBLICA - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;Arrecadado;05/03/2026
1401;Convênio;9474871;2026;2432.99.0.1.22.001;Receita de Capital;70;160.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;05/03/2026
1511;Convênio;9317482;2026;1321.01.0.1.01.000;Rendimento;2;36.600,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9359872;2026;1321.01.0.1.01.000;Rendimento;1;2.576,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9361850;2026;1321.01.0.1.01.000;Rendimento;24;880,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9363624;2026;1321.01.0.1.01.000;Rendimento;24;5.562,86;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9396683;2026;1321.01.0.1.01.000;Rendimento;70;3.622,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9400066;2026;1321.01.0.1.01.000;Rendimento;2;16.921,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9400067;2026;1321.01.0.1.01.000;Rendimento;1;1.625,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9404126;2026;1321.01.0.1.01.000;Rendimento;70;69,18;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9406862;2026;1321.01.0.1.01.000;Rendimento;70;170,03;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9406874;2026;1321.01.0.1.01.000;Rendimento;70;132,53;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9406878;2026;1321.01.0.1.01.000;Rendimento;70;107,74;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9406881;2026;1321.01.0.1.01.000;Rendimento;70;68,94;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9441732;2026;1321.01.0.1.01.000;Rendimento;70;70,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9445877;2026;1321.01.0.1.01.000;Rendimento;70;86,14;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9445955;2026;1321.01.0.1.01.000;Rendimento;70;466,98;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9447312;2026;1321.01.0.1.01.000;Rendimento;70;117,36;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Convênio;9447780;2026;1321.01.0.1.01.000;Rendimento;70;951,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Acordo/Ajuste;9401502;2026;1321.01.0.1.01.000;Rendimento;9;1.894,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Acordo/Ajuste;9447735;2026;1321.01.0.1.01.000;Rendimento;9;5.412,25;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;Acordo/Ajuste;9451348;2026;1321.01.0.1.01.000;Rendimento;9;5.417,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445599;2026;1321.01.0.1.01.000;Rendimento;98;2.792,05;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445601;2026;1321.01.0.1.01.000;Rendimento;98;10.132,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445603;2026;1321.01.0.1.01.000;Rendimento;98;311,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445606;2026;1321.01.0.1.01.000;Rendimento;98;3.398,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445611;2026;1321.01.0.1.01.000;Rendimento;98;715,61;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445613;2026;1321.01.0.1.01.000;Rendimento;98;2.414,25;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445614;2026;1321.01.0.1.01.000;Rendimento;98;3.052,78;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445616;2026;1321.01.0.1.01.000;Rendimento;98;365,99;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445617;2026;1321.01.0.1.01.000;Rendimento;98;340,33;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445620;2026;1321.01.0.1.01.000;Rendimento;98;74,35;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445621;2026;1321.01.0.1.01.000;Rendimento;98;52,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9445646;2026;1321.01.0.1.01.000;Rendimento;98;1.544,62;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9480920;2026;1321.01.0.1.01.000;Rendimento;98;4.643,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9480925;2026;1321.01.0.1.01.000;Rendimento;98;1.603,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9480943;2026;1321.01.0.1.01.000;Rendimento;98;6.422,69;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9480956;2026;1321.01.0.1.01.000;Rendimento;98;1.594,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
1511;17;9480987;2026;1321.01.0.1.01.000;Rendimento;98;1.053,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;05/03/2026
